Order ID,Customer ID,Platform,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,OrderDate
ORD000257,CUST1931,Swiggy Instamart,53,Dairy,626,"Easy to order, loved it!",5,Yes,No,9/14/2018
ORD000258,CUST9320,Blinkit,33,Dairy,627,Quick and reliable!,5,No,No,9/15/2018
ORD000259,CUST2312,JioMart,21,Fruits & Vegetables,72,"Very late delivery, not happy.",2,No,Yes,9/16/2018
ORD000260,CUST4044,Blinkit,22,Fruits & Vegetables,402,Quick and reliable!,5,No,No,9/17/2018
ORD000261,CUST2122,Blinkit,12,Beverages,882,Packaging could be better.,3,No,No,9/18/2018
ORD000262,CUST2113,Swiggy Instamart,29,Grocery,683,Very satisfied with the service.,5,No,No,9/19/2018
ORD000263,CUST4853,JioMart,14,Dairy,299,Packaging could be better.,3,No,No,9/20/2018
ORD000264,CUST7615,JioMart,9,Personal Care,878,Items missing from order.,2,No,Yes,9/21/2018
ORD000265,CUST2964,Swiggy Instamart,20,Snacks,81,"Very late delivery, not happy.",2,No,Yes,9/22/2018
ORD000266,CUST5033,Swiggy Instamart,19,Grocery,357,"Not fresh, disappointed.",2,No,Yes,9/23/2018
ORD000267,CUST1651,JioMart,30,Snacks,351,Excellent experience!,5,No,No,9/24/2018
ORD000268,CUST2343,JioMart,33,Grocery,535,Items missing from order.,2,No,Yes,9/25/2018
ORD000269,CUST7868,Swiggy Instamart,30,Grocery,808,"Very late delivery, not happy.",2,No,Yes,9/26/2018
ORD000270,CUST9565,Blinkit,28,Snacks,400,"Not fresh, disappointed.",2,No,Yes,9/27/2018
ORD000271,CUST6183,Blinkit,33,Dairy,341,Very satisfied with the service.,5,No,No,9/28/2018
ORD000272,CUST5272,Swiggy Instamart,41,Beverages,644,"Easy to order, loved it!",5,Yes,No,9/29/2018
ORD000273,CUST4346,Blinkit,20,Fruits & Vegetables,439,Wrong item delivered.,1,No,Yes,9/30/2018
ORD000274,CUST6147,Swiggy Instamart,33,Grocery,1418,Very satisfied with the service.,5,No,No,10/1/2018
ORD000275,CUST4910,Blinkit,30,Snacks,141,Packaging could be better.,3,No,No,10/2/2018
ORD000276,CUST5351,Blinkit,34,Personal Care,1534,Good quality products.,4,No,No,10/3/2018
ORD000277,CUST7484,JioMart,28,Beverages,891,Wrong item delivered.,1,No,Yes,10/4/2018
ORD000278,CUST3144,JioMart,21,Beverages,665,Quick and reliable!,5,No,No,10/5/2018
ORD000279,CUST5915,Blinkit,28,Personal Care,254,Delivery person was rude.,2,No,Yes,10/6/2018
ORD000280,CUST8491,Blinkit,22,Fruits & Vegetables,86,"Easy to order, loved it!",5,No,No,10/7/2018
ORD000281,CUST6180,JioMart,20,Grocery,615,Very satisfied with the service.,5,No,No,10/8/2018
ORD000282,CUST2188,JioMart,41,Dairy,314,"Easy to order, loved it!",5,Yes,No,10/9/2018
ORD000283,CUST1152,JioMart,31,Personal Care,1910,Delivery person was rude.,2,No,Yes,10/10/2018
ORD000284,CUST8508,Swiggy Instamart,10,Fruits & Vegetables,260,"Horrible experience, never ordering again.",1,No,Yes,10/11/2018
ORD000285,CUST2638,Blinkit,5,Grocery,505,"Fast delivery, great service!",5,No,No,10/12/2018
ORD000286,CUST2200,JioMart,28,Personal Care,446,Packaging could be better.,3,No,No,10/13/2018
ORD000287,CUST9808,Blinkit,23,Grocery,1474,"Horrible experience, never ordering again.",1,No,Yes,10/14/2018
ORD000288,CUST4492,Swiggy Instamart,30,Snacks,126,Wrong item delivered.,1,No,Yes,10/15/2018
ORD000289,CUST9288,Swiggy Instamart,32,Dairy,258,"Horrible experience, never ordering again.",1,No,Yes,10/16/2018
ORD000290,CUST5345,JioMart,29,Dairy,594,Very satisfied with the service.,5,No,No,10/17/2018
ORD000291,CUST3170,Swiggy Instamart,22,Beverages,477,Good quality products.,4,No,No,10/18/2018
ORD000292,CUST6718,Blinkit,39,Grocery,206,"Easy to order, loved it!",5,No,No,10/19/2018
ORD000293,CUST2127,JioMart,18,Snacks,264,Wrong item delivered.,1,No,Yes,10/20/2018
ORD000294,CUST5002,Blinkit,42,Dairy,564,Items missing from order.,2,Yes,Yes,10/21/2018
ORD000295,CUST7054,Blinkit,35,Dairy,563,"Easy to order, loved it!",5,No,No,10/22/2018
ORD000296,CUST5669,Swiggy Instamart,23,Fruits & Vegetables,558,Items missing from order.,2,No,Yes,10/23/2018
ORD000297,CUST3584,Swiggy Instamart,34,Fruits & Vegetables,219,Very satisfied with the service.,5,No,No,10/24/2018
ORD000298,CUST8179,Swiggy Instamart,26,Beverages,969,"Very late delivery, not happy.",2,No,Yes,10/25/2018
ORD000299,CUST9900,Swiggy Instamart,43,Dairy,398,Excellent experience!,5,Yes,No,10/26/2018
ORD000300,CUST5956,Swiggy Instamart,23,Snacks,265,"Not fresh, disappointed.",2,No,Yes,10/27/2018
ORD000301,CUST9666,JioMart,38,Dairy,613,Good quality products.,4,No,No,10/28/2018
ORD000302,CUST1128,Blinkit,17,Grocery,358,Quick and reliable!,5,No,No,10/29/2018
ORD000303,CUST5905,Blinkit,33,Snacks,491,Delivery person was rude.,2,No,Yes,10/30/2018
ORD000304,CUST2697,Blinkit,32,Snacks,317,Items missing from order.,2,No,Yes,10/31/2018
ORD000305,CUST3200,Blinkit,36,Personal Care,1864,Very satisfied with the service.,5,No,No,11/1/2018
ORD000306,CUST5333,Swiggy Instamart,34,Personal Care,1194,Delivery person was rude.,2,No,Yes,11/2/2018
ORD000307,CUST2891,Blinkit,26,Fruits & Vegetables,632,"Horrible experience, never ordering again.",1,No,Yes,11/3/2018
ORD000308,CUST2753,JioMart,10,Fruits & Vegetables,390,Excellent experience!,5,No,No,11/4/2018
ORD000309,CUST3546,JioMart,16,Dairy,175,"Very late delivery, not happy.",2,No,Yes,11/5/2018
ORD000310,CUST5462,Blinkit,9,Snacks,88,Delivery person was rude.,2,No,Yes,11/6/2018
ORD000311,CUST5616,Blinkit,27,Beverages,689,"Horrible experience, never ordering again.",1,No,Yes,11/7/2018
ORD000312,CUST4450,JioMart,41,Beverages,672,Items missing from order.,2,Yes,Yes,11/8/2018
ORD000313,CUST6617,JioMart,22,Snacks,297,"Horrible experience, never ordering again.",1,No,Yes,11/9/2018
ORD000314,CUST4335,Swiggy Instamart,26,Snacks,416,Packaging could be better.,3,No,No,11/10/2018
ORD000315,CUST5325,JioMart,24,Beverages,433,Good quality products.,4,No,No,11/11/2018
ORD000316,CUST9280,Swiggy Instamart,32,Snacks,125,"Fast delivery, great service!",5,No,No,11/12/2018
ORD000317,CUST9004,Swiggy Instamart,31,Snacks,257,Excellent experience!,5,No,No,11/13/2018
ORD000318,CUST5114,Swiggy Instamart,25,Dairy,496,Packaging could be better.,3,No,No,11/14/2018
ORD000319,CUST1832,Swiggy Instamart,20,Snacks,460,Quick and reliable!,5,No,No,11/15/2018
ORD000320,CUST2512,Swiggy Instamart,36,Beverages,382,Packaging could be better.,3,No,No,11/16/2018
ORD000321,CUST7939,Blinkit,40,Beverages,739,Delivery person was rude.,2,No,Yes,11/17/2018
ORD000322,CUST5533,JioMart,38,Beverages,825,Items missing from order.,2,No,Yes,11/18/2018
ORD000323,CUST1722,Swiggy Instamart,18,Grocery,826,Items missing from order.,2,No,Yes,11/19/2018
ORD000324,CUST1058,JioMart,7,Beverages,548,"Easy to order, loved it!",5,No,No,11/20/2018
ORD000325,CUST6464,JioMart,27,Personal Care,1586,"Horrible experience, never ordering again.",1,No,Yes,11/21/2018
ORD000326,CUST3143,Swiggy Instamart,43,Dairy,138,Good quality products.,4,Yes,No,11/22/2018
ORD000327,CUST5291,Blinkit,10,Personal Care,551,Packaging could be better.,3,No,No,11/23/2018
ORD000328,CUST3647,Swiggy Instamart,25,Dairy,209,"Horrible experience, never ordering again.",1,No,Yes,11/24/2018
ORD000329,CUST8239,Blinkit,46,Personal Care,587,"Easy to order, loved it!",5,Yes,No,11/25/2018
ORD000330,CUST8007,JioMart,39,Dairy,157,Excellent experience!,5,No,No,11/26/2018
ORD000331,CUST1158,Blinkit,32,Dairy,210,"Easy to order, loved it!",5,No,No,11/27/2018
ORD000332,CUST2832,Blinkit,18,Dairy,406,"Easy to order, loved it!",5,No,No,11/28/2018
ORD000333,CUST2232,Blinkit,44,Grocery,1117,"Easy to order, loved it!",5,Yes,No,11/29/2018
ORD000334,CUST3442,JioMart,28,Fruits & Vegetables,83,Packaging could be better.,3,No,No,11/30/2018
ORD000335,CUST9938,JioMart,7,Personal Care,1299,Quick and reliable!,5,No,No,12/1/2018
ORD000336,CUST1590,Blinkit,44,Beverages,932,Very satisfied with the service.,5,Yes,No,12/2/2018
ORD000337,CUST7049,Blinkit,19,Snacks,173,"Very late delivery, not happy.",2,No,Yes,12/3/2018
ORD000338,CUST3426,Swiggy Instamart,61,Fruits & Vegetables,95,"Easy to order, loved it!",5,Yes,No,12/4/2018
ORD000339,CUST8041,Blinkit,28,Snacks,165,"Not fresh, disappointed.",2,No,Yes,12/5/2018
ORD000340,CUST3088,Swiggy Instamart,34,Dairy,619,"Very late delivery, not happy.",2,No,Yes,12/6/2018
ORD000341,CUST1685,Blinkit,30,Dairy,317,Packaging could be better.,3,No,No,12/7/2018
ORD000342,CUST6050,Swiggy Instamart,27,Personal Care,1314,"Not fresh, disappointed.",2,No,Yes,12/8/2018
ORD000343,CUST6974,JioMart,37,Dairy,338,Very satisfied with the service.,5,No,No,12/9/2018
ORD000344,CUST1653,Blinkit,32,Beverages,498,Items missing from order.,2,No,Yes,12/10/2018
ORD000345,CUST6862,Blinkit,30,Fruits & Vegetables,89,Wrong item delivered.,1,No,Yes,12/11/2018
ORD000346,CUST4441,Blinkit,19,Snacks,419,Very satisfied with the service.,5,No,No,12/12/2018
ORD000347,CUST5088,Blinkit,28,Personal Care,978,Wrong item delivered.,1,No,Yes,12/13/2018
ORD000348,CUST2684,Swiggy Instamart,18,Personal Care,775,"Fast delivery, great service!",5,No,No,12/14/2018
ORD000349,CUST6794,Blinkit,34,Beverages,377,"Easy to order, loved it!",5,No,No,12/15/2018
ORD000350,CUST7658,JioMart,33,Personal Care,213,Delivery person was rude.,2,No,Yes,12/16/2018
ORD000351,CUST3532,JioMart,31,Grocery,1063,"Not fresh, disappointed.",2,No,Yes,12/17/2018
ORD000352,CUST4878,Blinkit,42,Personal Care,1038,Packaging could be better.,3,Yes,No,12/18/2018
ORD000353,CUST3662,JioMart,38,Grocery,1457,Quick and reliable!,5,No,No,12/19/2018
ORD000354,CUST3900,Blinkit,50,Snacks,209,Packaging could be better.,3,Yes,No,12/20/2018
ORD000355,CUST7755,Blinkit,39,Grocery,1468,Very satisfied with the service.,5,No,No,12/21/2018
ORD000356,CUST1406,JioMart,31,Personal Care,1446,Excellent experience!,5,No,No,12/22/2018
ORD000357,CUST3938,Blinkit,27,Dairy,210,Items missing from order.,2,No,Yes,12/23/2018
ORD000358,CUST6442,JioMart,15,Fruits & Vegetables,517,"Fast delivery, great service!",5,No,No,12/24/2018
ORD000359,CUST7745,Swiggy Instamart,43,Beverages,275,Good quality products.,4,Yes,No,12/25/2018
ORD000360,CUST5065,Blinkit,35,Grocery,1449,"Very late delivery, not happy.",2,No,Yes,12/26/2018
ORD000361,CUST5371,Swiggy Instamart,25,Snacks,408,Items missing from order.,2,No,Yes,12/27/2018
ORD000362,CUST3608,JioMart,33,Fruits & Vegetables,591,Delivery person was rude.,2,No,Yes,12/28/2018
ORD000363,CUST2771,Swiggy Instamart,31,Fruits & Vegetables,584,"Very late delivery, not happy.",2,No,Yes,12/29/2018
ORD000364,CUST7267,Swiggy Instamart,29,Personal Care,1131,Very satisfied with the service.,5,No,No,12/30/2018
ORD000365,CUST1634,JioMart,39,Snacks,238,Excellent experience!,5,No,No,12/31/2018
ORD000366,CUST8711,Swiggy Instamart,14,Snacks,62,Items missing from order.,2,No,Yes,1/1/2018
ORD000367,CUST4644,Swiggy Instamart,38,Grocery,1334,"Not fresh, disappointed.",2,No,Yes,1/2/2018
ORD000368,CUST4269,JioMart,43,Snacks,216,Good quality products.,4,Yes,No,1/3/2018
ORD000369,CUST8541,Swiggy Instamart,18,Dairy,641,Very satisfied with the service.,5,No,No,1/4/2018
ORD000370,CUST6728,JioMart,10,Fruits & Vegetables,556,Packaging could be better.,3,No,No,1/5/2018
ORD000371,CUST6000,Swiggy Instamart,34,Snacks,378,"Not fresh, disappointed.",2,No,Yes,1/6/2018
ORD000372,CUST4728,JioMart,39,Grocery,823,"Not fresh, disappointed.",2,No,Yes,1/7/2018
ORD000373,CUST4652,JioMart,21,Dairy,362,Delivery person was rude.,2,No,Yes,1/8/2018
ORD000374,CUST1387,Swiggy Instamart,16,Dairy,517,Delivery person was rude.,2,No,Yes,1/9/2018
ORD000375,CUST4164,Swiggy Instamart,11,Fruits & Vegetables,451,Delivery person was rude.,2,No,Yes,1/10/2018
ORD000376,CUST7528,Swiggy Instamart,40,Snacks,288,Delivery person was rude.,2,No,Yes,1/11/2018
ORD000377,CUST6378,Blinkit,28,Snacks,392,Quick and reliable!,5,No,No,1/12/2018
ORD000378,CUST5564,Blinkit,43,Snacks,354,Wrong item delivered.,1,Yes,Yes,1/13/2018
ORD000379,CUST2137,Blinkit,5,Grocery,1296,Packaging could be better.,3,No,No,1/14/2018
ORD000380,CUST5573,JioMart,30,Fruits & Vegetables,332,Delivery person was rude.,2,No,Yes,1/15/2018
ORD000381,CUST6753,Swiggy Instamart,41,Grocery,1016,Packaging could be better.,3,Yes,No,1/16/2018
ORD000382,CUST9346,JioMart,20,Personal Care,1585,"Horrible experience, never ordering again.",1,No,Yes,1/17/2018
ORD000383,CUST7548,Blinkit,37,Snacks,296,"Not fresh, disappointed.",2,No,Yes,1/18/2018
ORD000384,CUST9785,Swiggy Instamart,19,Snacks,242,Very satisfied with the service.,5,No,No,1/19/2018
ORD000385,CUST6425,JioMart,20,Dairy,206,"Not fresh, disappointed.",2,No,Yes,1/20/2018
ORD000386,CUST1452,Swiggy Instamart,30,Beverages,444,Good quality products.,4,No,No,1/21/2018
ORD000387,CUST2889,JioMart,23,Beverages,432,"Horrible experience, never ordering again.",1,No,Yes,1/22/2018
ORD000388,CUST5279,Swiggy Instamart,43,Snacks,204,"Horrible experience, never ordering again.",1,Yes,Yes,1/23/2018
ORD000389,CUST3925,Blinkit,30,Personal Care,1701,"Very late delivery, not happy.",2,No,Yes,1/24/2018
ORD000390,CUST5349,Blinkit,44,Beverages,750,Packaging could be better.,3,Yes,No,1/25/2018
ORD000391,CUST1626,Swiggy Instamart,36,Beverages,197,Good quality products.,4,No,No,1/26/2018
ORD000392,CUST2776,JioMart,20,Grocery,1106,Good quality products.,4,No,No,1/27/2018
ORD000393,CUST8119,Blinkit,32,Personal Care,403,Good quality products.,4,No,No,1/28/2018
ORD000394,CUST6663,Blinkit,21,Beverages,591,Items missing from order.,2,No,Yes,1/29/2018
ORD000395,CUST6139,Blinkit,41,Personal Care,1000,Wrong item delivered.,1,Yes,Yes,1/30/2018
ORD000396,CUST8149,Swiggy Instamart,44,Dairy,598,"Not fresh, disappointed.",2,Yes,Yes,1/31/2018
ORD000397,CUST9379,Swiggy Instamart,12,Personal Care,255,Delivery person was rude.,2,No,Yes,2/1/2018
ORD000398,CUST2894,JioMart,35,Grocery,708,"Fast delivery, great service!",5,No,No,2/2/2018
ORD000399,CUST7311,JioMart,42,Personal Care,521,"Fast delivery, great service!",5,Yes,No,2/3/2018
ORD000400,CUST4114,JioMart,38,Fruits & Vegetables,494,Very satisfied with the service.,5,No,No,2/4/2018
ORD000401,CUST5173,Swiggy Instamart,28,Personal Care,1767,Wrong item delivered.,1,No,Yes,2/5/2018
ORD000402,CUST1727,Swiggy Instamart,57,Dairy,765,Excellent experience!,5,Yes,No,2/6/2018
ORD000403,CUST8144,JioMart,32,Snacks,390,Packaging could be better.,3,No,No,2/7/2018
ORD000404,CUST1027,JioMart,15,Personal Care,1757,Good quality products.,4,No,No,2/8/2018
ORD000405,CUST9518,Swiggy Instamart,36,Fruits & Vegetables,56,"Horrible experience, never ordering again.",1,No,Yes,2/9/2018
ORD000406,CUST9821,JioMart,40,Beverages,675,Very satisfied with the service.,5,No,No,2/10/2018
ORD000407,CUST4228,Blinkit,35,Snacks,298,Wrong item delivered.,1,No,Yes,2/11/2018
ORD000408,CUST6967,Swiggy Instamart,32,Snacks,164,"Very late delivery, not happy.",2,No,Yes,2/12/2018
ORD000409,CUST8066,JioMart,16,Beverages,708,Delivery person was rude.,2,No,Yes,2/13/2018
ORD000410,CUST2146,Swiggy Instamart,13,Snacks,121,Excellent experience!,5,No,No,2/14/2018
ORD000411,CUST6409,Blinkit,20,Fruits & Vegetables,659,Wrong item delivered.,1,No,Yes,2/15/2018
ORD000412,CUST6143,Swiggy Instamart,5,Snacks,104,"Fast delivery, great service!",5,No,No,2/16/2018
ORD000413,CUST3041,Swiggy Instamart,45,Snacks,52,"Fast delivery, great service!",5,Yes,No,2/17/2018
ORD000414,CUST5920,Swiggy Instamart,30,Grocery,1264,Excellent experience!,5,No,No,2/18/2018
ORD000415,CUST9308,Swiggy Instamart,26,Fruits & Vegetables,204,Good quality products.,4,No,No,2/19/2018
ORD000416,CUST6067,Blinkit,15,Beverages,577,Packaging could be better.,3,No,No,2/20/2018
ORD000417,CUST7691,Swiggy Instamart,17,Dairy,698,Wrong item delivered.,1,No,Yes,2/21/2018
ORD000418,CUST6344,Swiggy Instamart,30,Dairy,474,"Fast delivery, great service!",5,No,No,2/22/2018
ORD000419,CUST7592,JioMart,27,Personal Care,108,Items missing from order.,2,No,Yes,2/23/2018
ORD000420,CUST5844,Swiggy Instamart,31,Personal Care,1058,"Easy to order, loved it!",5,No,No,2/24/2018
ORD000421,CUST3085,JioMart,16,Snacks,320,"Very late delivery, not happy.",2,No,Yes,2/25/2018
ORD000422,CUST4143,Blinkit,33,Fruits & Vegetables,58,"Fast delivery, great service!",5,No,No,2/26/2018
ORD000423,CUST7888,Blinkit,42,Snacks,188,Quick and reliable!,5,Yes,No,2/27/2018
ORD000424,CUST7211,Blinkit,27,Beverages,789,Good quality products.,4,No,No,2/28/2018
ORD000425,CUST3851,Blinkit,37,Snacks,210,Delivery person was rude.,2,No,Yes,3/1/2018
ORD000426,CUST5930,JioMart,28,Snacks,276,Good quality products.,4,No,No,3/2/2018
ORD000427,CUST7653,Swiggy Instamart,26,Grocery,1169,"Not fresh, disappointed.",2,No,Yes,3/3/2018
ORD000428,CUST9977,Blinkit,34,Fruits & Vegetables,135,Items missing from order.,2,No,Yes,3/4/2018
ORD000429,CUST1006,Swiggy Instamart,25,Fruits & Vegetables,203,Excellent experience!,5,No,No,3/5/2018
ORD000430,CUST5978,JioMart,23,Grocery,1484,"Not fresh, disappointed.",2,No,Yes,3/6/2018
ORD000431,CUST5700,JioMart,40,Beverages,275,"Fast delivery, great service!",5,No,No,3/7/2018
ORD000432,CUST4443,JioMart,11,Dairy,299,Delivery person was rude.,2,No,Yes,3/8/2018
ORD000433,CUST8043,Blinkit,30,Snacks,91,Wrong item delivered.,1,No,Yes,3/9/2018
ORD000434,CUST6279,Swiggy Instamart,19,Beverages,184,"Not fresh, disappointed.",2,No,Yes,3/10/2018
ORD000435,CUST8618,Swiggy Instamart,48,Dairy,277,"Very late delivery, not happy.",2,Yes,Yes,3/11/2018
ORD000436,CUST8238,Swiggy Instamart,39,Snacks,232,Good quality products.,4,No,No,3/12/2018
ORD000437,CUST8244,JioMart,42,Beverages,848,Packaging could be better.,3,Yes,No,3/13/2018
ORD000438,CUST4501,Blinkit,31,Personal Care,173,Excellent experience!,5,No,No,3/14/2018
ORD000439,CUST9375,JioMart,36,Personal Care,219,Excellent experience!,5,No,No,3/15/2018
ORD000440,CUST8752,JioMart,32,Dairy,688,"Not fresh, disappointed.",2,No,Yes,3/16/2018
ORD000441,CUST3780,Swiggy Instamart,24,Personal Care,400,"Not fresh, disappointed.",2,No,Yes,3/17/2018
ORD000442,CUST2389,JioMart,47,Fruits & Vegetables,467,"Easy to order, loved it!",5,Yes,No,3/18/2018
ORD000443,CUST5649,Swiggy Instamart,37,Fruits & Vegetables,261,"Not fresh, disappointed.",2,No,Yes,3/19/2018
ORD000444,CUST9445,Blinkit,21,Personal Care,1017,"Fast delivery, great service!",5,No,No,3/20/2018
ORD000445,CUST6491,Swiggy Instamart,14,Fruits & Vegetables,385,Delivery person was rude.,2,No,Yes,3/21/2018
ORD000446,CUST2530,Blinkit,19,Personal Care,323,Good quality products.,4,No,No,3/22/2018
ORD000447,CUST4848,Swiggy Instamart,30,Grocery,241,Quick and reliable!,5,No,No,3/23/2018
ORD000448,CUST6085,JioMart,23,Dairy,441,"Very late delivery, not happy.",2,No,Yes,3/24/2018
ORD000449,CUST4680,JioMart,39,Dairy,552,Quick and reliable!,5,No,No,3/25/2018
ORD000450,CUST4262,Blinkit,32,Personal Care,1756,Delivery person was rude.,2,No,Yes,3/26/2018
ORD000451,CUST3414,Blinkit,27,Dairy,741,Wrong item delivered.,1,No,Yes,3/27/2018
ORD000452,CUST1400,Blinkit,30,Snacks,292,Excellent experience!,5,No,No,3/28/2018
ORD000453,CUST1757,Swiggy Instamart,28,Beverages,483,Quick and reliable!,5,No,No,3/29/2018
ORD000454,CUST5011,Swiggy Instamart,27,Snacks,120,Quick and reliable!,5,No,No,3/30/2018
ORD000455,CUST8784,Blinkit,33,Grocery,1257,"Not fresh, disappointed.",2,No,Yes,3/31/2018
ORD000456,CUST2193,JioMart,24,Snacks,292,Good quality products.,4,No,No,4/1/2018
ORD000457,CUST8461,Swiggy Instamart,18,Dairy,251,"Fast delivery, great service!",5,No,No,4/2/2018
ORD000458,CUST7790,Swiggy Instamart,37,Beverages,922,Good quality products.,4,No,No,4/3/2018
ORD000459,CUST4185,Swiggy Instamart,22,Dairy,573,"Horrible experience, never ordering again.",1,No,Yes,4/4/2018
ORD000460,CUST7291,Blinkit,42,Personal Care,261,"Easy to order, loved it!",5,Yes,No,4/5/2018
ORD000461,CUST9099,Blinkit,28,Fruits & Vegetables,698,Quick and reliable!,5,No,No,4/6/2018
ORD000462,CUST7547,Blinkit,25,Snacks,431,Delivery person was rude.,2,No,Yes,4/7/2018
ORD000463,CUST4997,Blinkit,20,Beverages,441,Packaging could be better.,3,No,No,4/8/2018
ORD000464,CUST3417,Blinkit,26,Beverages,384,Excellent experience!,5,No,No,4/9/2018
ORD000465,CUST1090,JioMart,33,Personal Care,133,Packaging could be better.,3,No,No,4/10/2018
ORD000466,CUST2746,JioMart,22,Beverages,921,Quick and reliable!,5,No,No,4/11/2018
ORD000467,CUST7965,Blinkit,37,Grocery,488,"Easy to order, loved it!",5,No,No,4/12/2018
ORD000468,CUST4585,Swiggy Instamart,18,Personal Care,922,"Horrible experience, never ordering again.",1,No,Yes,4/13/2018
ORD000469,CUST3881,Blinkit,39,Snacks,400,Excellent experience!,5,No,No,4/14/2018
ORD000470,CUST9486,JioMart,31,Grocery,912,Quick and reliable!,5,No,No,4/15/2018
ORD000471,CUST8611,JioMart,25,Snacks,450,"Fast delivery, great service!",5,No,No,4/16/2018
